182824	0.0200514	19.738	-39.4271	-19.689
182825	0.0401027	20.0505	-39.1179	-19.0673
182826	0.0601541	20.3526	-38.8103	-18.4577
182827	0.0802055	20.6304	-38.491	-17.8606
182828	0.100257	20.8713	-38.1484	-17.2771
182829	0.120308	21.0643	-37.7734	-16.7091
182830	0.14036	21.2	-37.3591	-16.1591
182831	0.160411	21.2715	-36.9014	-15.6298
182832	0.180462	21.2743	-36.3983	-15.1241
182833	0.200514	21.2064	-35.8507	-14.6444
182834	0.220565	21.0685	-35.2613	-14.1929
182835	0.240616	20.8635	-34.6346	-13.7711
182836	0.260668	20.5963	-33.9764	-13.3801
182837	0.280719	20.2734	-33.2934	-13.02
182838	0.30077	19.9022	-32.5926	-12.6904
182839	0.320822	19.4906	-31.8808	-12.3902
182840	0.340873	19.0466	-31.1648	-12.1182
182841	0.360925	18.578	-30.4504	-11.8724
182842	0.380976	18.092	-29.743	-11.651
182843	0.401027	17.5951	-29.047	-11.4519
182844	0.421079	17.0931	-28.3661	-11.273
182845	0.44113	16.5907	-27.7031	-11.1123
182846	0.461181	16.0922	-27.0602	-10.968
182847	0.481233	15.6008	-26.4391	-10.8383
182848	0.501284	15.1192	-25.8406	-10.7215
182849	0.521335	14.6493	-25.2655	-10.6161
182850	0.541387	14.1929	-24.7138	-10.5209
182851	0.561438	13.7508	-24.1855	-10.4347
182852	0.58149	13.3239	-23.6803	-10.3564
182853	0.601541	12.9125	-23.1977	-10.2852
182854	0.621592	12.5169	-22.737	-10.2201
182855	0.641644	12.137	-22.2976	-10.1606
182856	0.661695	11.7727	-21.8786	-10.1059
182857	0.681746	11.4237	-21.4793	-10.0556
182858	0.701798	11.0896	-21.0988	-10.0092
182859	0.721849	10.7701	-20.7362	-9.96616
182860	0.7419	10.4646	-20.3909	-9.92623
182861	0.761952	10.1728	-20.0618	-9.88907
182862	0.782003	9.89401	-19.7484	-9.85438
182863	0.802054	9.62783	-19.4497	-9.82191
182864	0.822106	9.37373	-19.1652	-9.79145
182865	0.842157	9.1312	-18.894	-9.7628
182866	0.862209	8.89978	-18.6356	-9.7358
182867	0.88226	8.67897	-18.3892	-9.71027
182868	0.902311	8.46834	-18.1544	-9.6861
182869	0.922363	8.26743	-17.9306	-9.66316
182870	0.942414	8.07583	-17.7172	-9.64133
182871	0.962465	7.89314	-17.5137	-9.62053
182872	0.982517	7.71899	-17.3197	-9.60067
182873	1.00257	7.55299	-17.1347	-9.58167
182874	1.02262	7.39482	-16.9583	-9.56346
182875	1.04267	7.24414	-16.7901	-9.54597
182876	1.06272	7.10065	-16.6298	-9.52915
182877	1.08277	6.96406	-16.477	-9.51295
182878	1.10282	6.83409	-16.3314	-9.49731
182879	1.12288	6.71049	-16.1927	-9.48219
182880	1.14293	6.59299	-16.0606	-9.46757
182881	1.16298	6.48139	-15.9348	-9.4534
182882	1.18303	6.37546	-15.8151	-9.43964
182883	1.20308	6.27499	-15.7013	-9.42627
182884	1.22313	6.1798	-15.593	-9.41325
182885	1.24318	6.08969	-15.4903	-9.40058
182886	1.26324	6.00452	-15.3927	-9.3882
182887	1.28329	5.9241	-15.3002	-9.37612
182888	1.30334	5.8483	-15.2126	-9.3643
182889	1.32339	5.77697	-15.1297	-9.35274
182890	1.34344	5.70999	-15.0514	-9.3414
182891	1.36349	5.64722	-14.9775	-9.33027
182892	1.38354	5.58856	-14.9079	-9.31934
182893	1.4036	5.5339	-14.8425	-9.3086
182894	1.42365	5.48313	-14.7812	-9.29803
182895	1.4437	5.43616	-14.7238	-9.28761
182896	1.46375	5.39291	-14.6702	-9.27734
182897	1.4838	5.35329	-14.6205	-9.2672
182898	1.50385	5.31723	-14.5744	-9.25718
182899	1.5239	5.28465	-14.5319	-9.24727
182900	1.54395	5.25551	-14.493	-9.23747
182901	1.56401	5.22973	-14.4575	-9.22776
182902	1.58406	5.20726	-14.4254	-9.21813
182903	1.60411	5.18805	-14.3966	-9.20857
182904	1.62416	5.17206	-14.3711	-9.19908
182905	1.64421	5.15925	-14.3489	-9.18964
182906	1.66426	5.14959	-14.3298	-9.18026
182907	1.68431	5.14303	-14.3139	-9.17091
182908	1.70437	5.13955	-14.3012	-9.1616
182909	1.72442	5.13914	-14.2914	-9.15231
182910	1.74447	5.14176	-14.2848	-9.14304
182911	1.76452	5.1474	-14.2812	-9.13378
182912	1.78457	5.15605	-14.2806	-9.12453
182913	1.80462	5.1677	-14.283	-9.11526
182914	1.82467	5.18235	-14.2883	-9.10599
182915	1.84473	5.19998	-14.2967	-9.0967
182916	1.86478	5.2206	-14.308	-9.08738
182917	1.88483	5.24422	-14.3222	-9.07802
182918	1.90488	5.27084	-14.3395	-9.06863
182919	1.92493	5.30047	-14.3596	-9.05918
182920	1.94498	5.33312	-14.3828	-9.04968
182921	1.96503	5.36881	-14.4089	-9.04011
182922	1.98508	5.40756	-14.438	-9.03047
182923	2.00514	5.44938	-14.4701	-9.02075
182924	2.02519	5.49431	-14.5053	-9.01094
182925	2.04524	5.54237	-14.5434	-9.00103
182926	2.06529	5.59359	-14.5846	-8.99101
182927	2.08534	5.648	-14.6289	-8.98087
182928	2.10539	5.70564	-14.6762	-8.9706
182929	2.12545	5.76654	-14.7267	-8.9602
182930	2.1455	5.83075	-14.7804	-8.94964
182931	2.16555	5.8983	-14.8372	-8.93893
182932	2.1856	5.96924	-14.8973	-8.92804
182933	2.20565	6.04361	-14.9606	-8.91697
182934	2.2257	6.12147	-15.0272	-8.9057
182935	2.24575	6.20286	-15.0971	-8.89422
