352368	0.0200514	19.738	-39.4271	-19.689
352369	0.0401027	19.7377	-39.4267	-19.689
352370	0.0601541	19.7365	-39.4255	-19.689
352371	0.0802055	19.7346	-39.4236	-19.689
352372	0.100257	19.732	-39.421	-19.689
352373	0.120308	19.7287	-39.4177	-19.689
352374	0.14036	19.7248	-39.4138	-19.689
352375	0.160411	19.7203	-39.4094	-19.689
352376	0.180462	19.7154	-39.4044	-19.689
352377	0.200514	19.71	-39.399	-19.689
352378	0.220565	19.7043	-39.3933	-19.689
352379	0.240616	19.6984	-39.3874	-19.689
352380	0.260668	19.6923	-39.3813	-19.6891
352381	0.280719	19.6862	-39.3752	-19.6891
352382	0.30077	19.6801	-39.3692	-19.6891
352383	0.320822	19.6742	-39.3633	-19.6891
352384	0.340873	19.6685	-39.3576	-19.6891
352385	0.360925	19.6632	-39.3523	-19.6891
352386	0.380976	19.6583	-39.3473	-19.6891
352387	0.401027	19.6538	-39.3429	-19.6891
352388	0.421079	19.6499	-39.339	-19.6891
352389	0.44113	19.6467	-39.3358	-19.6891
352390	0.461181	19.6441	-39.3332	-19.6891
352391	0.481233	19.6422	-39.3313	-19.6891
352392	0.501284	19.6411	-39.3302	-19.6891
352393	0.521335	19.6407	-39.3298	-19.6891
352394	0.541387	19.6411	-39.3302	-19.6891
352395	0.561438	19.6422	-39.3313	-19.6891
352396	0.58149	19.6441	-39.3332	-19.6891
352397	0.601541	19.6467	-39.3358	-19.6891
352398	0.621592	19.65	-39.3391	-19.6891
352399	0.641644	19.6539	-39.343	-19.6891
352400	0.661695	19.6583	-39.3475	-19.6891
352401	0.681746	19.6633	-39.3524	-19.6891
352402	0.701798	19.6686	-39.3577	-19.6891
352403	0.721849	19.6743	-39.3634	-19.6891
352404	0.7419	19.6802	-39.3694	-19.6891
352405	0.761952	19.6863	-39.3754	-19.6891
352406	0.782003	19.6924	-39.3815	-19.6891
352407	0.802054	19.6985	-39.3876	-19.6891
352408	0.822106	19.7044	-39.3936	-19.6891
352409	0.842157	19.7101	-39.3993	-19.6891
352410	0.862209	19.7155	-39.4046	-19.6891
352411	0.88226	19.7205	-39.4096	-19.6891
352412	0.902311	19.7249	-39.4141	-19.6891
352413	0.922363	19.7288	-39.418	-19.6891
352414	0.942414	19.7321	-39.4213	-19.6891
352415	0.962465	19.7348	-39.4239	-19.6891
352416	0.982517	19.7366	-39.4258	-19.6891
352417	1.00257	19.7378	-39.4269	-19.6891
352418	1.02262	19.7382	-39.4273	-19.6892
352419	1.04267	19.7378	-39.4269	-19.6892
352420	1.06272	19.7366	-39.4258	-19.6892
352421	1.08277	19.7347	-39.4239	-19.6892
352422	1.10282	19.7321	-39.4213	-19.6892
352423	1.12288	19.7288	-39.418	-19.6892
352424	1.14293	19.7249	-39.4141	-19.6892
352425	1.16298	19.7204	-39.4096	-19.6892
352426	1.18303	19.7155	-39.4046	-19.6892
352427	1.20308	19.7101	-39.3993	-19.6892
352428	1.22313	19.7044	-39.3936	-19.6892
352429	1.24318	19.6985	-39.3877	-19.6892
352430	1.26324	19.6924	-39.3816	-19.6892
352431	1.28329	19.6863	-39.3755	-19.6892
